# Intensification regions on TEC maps
# year month day hour minute second index_intensification TECmax[TECU] lat@TECmax[degree] lon@TECmax[degree] TECmedian[TECU] TECmin[TECU] REC[GECU] relative_size num_of_stations
2016   1   1   0   0   0   1    97.6    22.5  -155.5    80.5    67.6    0.058054    0.009645   1
2016   1   1   0   0   0   2    94.2   -21.5  -168.5    75.5    67.1    0.106392    0.018488   4
2016   1   1   0  15   0   1    95.5    22.5  -155.5    79.6    67.8    0.053469    0.008966   1
2016   1   1   0  15   0   2    95.2   -21.5  -168.5    76.3    67.7    0.115184    0.019784   4
2016   1   1   0  30   0   1    91.6    21.5  -155.5    77.8    67.3    0.045836    0.007870   1
2016   1   1   0  30   0   2    97.4   -21.5  -167.5    76.6    67.1    0.122567    0.020910   5
2016   1   1   0  45   0   1    85.4    22.5  -158.5    74.5    66.0    0.036430    0.006559   1
2016   1   1   0  45   0   2   100.4   -22.5  -165.5    75.4    66.0    0.129324    0.022207   6
2016   1   1   1   0   0   1    79.3    22.5  -160.5    71.0    64.4    0.028604    0.005417   1
2016   1   1   1   0   0   2   101.5   -21.5  -166.5    73.8    64.1    0.132380    0.023102   6
2016   1   1   1  15   0   1    71.6    23.5  -164.5    66.7    62.7    0.019283    0.003904   1
2016   1   1   1  15   0   2    99.6   -21.5  -167.5    71.6    62.4    0.130127    0.023333   6
2016   1   1   1  30   0   1    64.5    23.5  -167.5    62.2    60.2    0.010548    0.002299   1
2016   1   1   1  30   0   2    62.4     6.5  -138.5    61.4    60.1    0.011067    0.002269   0
2016   1   1   1  30   0   3    96.3   -21.5  -167.5    69.0    60.1    0.126190    0.023380   6
2016   1   1   1  45   0   1    61.8     7.5  -140.5    59.5    57.3    0.019392    0.004105   0
2016   1   1   1  45   0   2    92.4   -21.5  -168.5    67.1    57.3    0.118737    0.022731   6
2016   1   1   2   0   0   1    60.9     7.5  -142.5    57.8    55.0    0.023173    0.005046   0
2016   1   1   2   0   0   2    89.4   -20.5  -169.5    65.6    55.0    0.113334    0.022191   5
2016   1   1   2  15   0   1    59.8     7.5  -144.5    56.2    53.1    0.025286    0.005664   0
2016   1   1   2  15   0   2    86.3   -20.5  -169.5    64.0    53.1    0.104883    0.021003   5
2016   1   1   2  30   0   1    59.4     8.5  -148.5    55.3    51.8    0.027741    0.006327   0
2016   1   1   2  30   0   2    84.0   -20.5  -169.5    62.7    51.8    0.099023    0.020231   5
2016   1   1   2  45   0   1    59.4     9.5  -153.5    54.7    51.0    0.029886    0.006898   0
2016   1   1   2  45   0   2    81.3   -20.5  -170.5    62.2    51.0    0.089065    0.018472   5
2016   1   1   3   0   0   1    59.9    10.5  -156.5    54.4    50.5    0.030667    0.007114   0
2016   1   1   3   0   0   2    56.9     1.5   -99.5    53.6    50.5    0.008566    0.001991   0
2016   1   1   3   0   0   3    78.6   -20.5  -171.5    61.8    50.5    0.081139    0.016991   5
2016   1   1   3  15   0   1    60.1    11.5  -160.5    54.1    49.9    0.030719    0.007176   0
2016   1   1   3  15   0   2    61.2     2.5  -101.5    55.8    49.9    0.016565    0.003719   0
2016   1   1   3  15   0   3    75.9   -19.5  -175.5    61.3    49.9    0.074625    0.015772   5
2016   1   1   3  30   0   1    60.2    11.5  -163.5    53.5    48.5    0.032097    0.007593   0
2016   1   1   3  30   0   2    59.8     2.5  -103.5    54.5    49.2    0.015515    0.003565   0
2016   1   1   3  30   0   3    74.7   -17.5   177.5    60.5    48.0    0.073075    0.015633   6
2016   1   1   3  30   0   4    51.5   -26.5  -100.5    50.5    49.1    0.003685    0.001019   0
2016   1   1   3  45   0   1    59.8    12.5  -166.5    53.0    47.9    0.030836    0.007361   0
2016   1   1   3  45   0   2    57.1     2.5  -105.5    52.7    48.4    0.013256    0.003148   0
2016   1   1   3  45   0   3    74.1   -17.5   178.5    60.2    47.5    0.070150    0.015093   6
2016   1   1   3  45   0   4    51.7   -26.5  -101.5    50.2    48.5    0.005404    0.001497   1
2016   1   1   4   0   0   1    58.4    12.5  -167.5    52.5    46.9    0.029352    0.007114   0
2016   1   1   4   0   0   2    54.8     2.5  -106.5    51.4    47.7    0.011276    0.002747   0
2016   1   1   4   0   0   3    72.5   -16.5   176.5    58.7    47.6    0.072266    0.015849   6
2016   1   1   4   0   0   4    51.7   -26.5  -102.5    49.8    47.9    0.006341    0.001775   1
2016   1   1   4  15   0   1    55.6    12.5  -168.5    51.3    46.7    0.025800    0.006404   0
2016   1   1   4  15   0   2    52.4     3.5  -108.5    49.6    46.7    0.009917    0.002500   0
2016   1   1   4  15   0   3    71.3   -16.5   177.5    57.6    46.7    0.073823    0.016466   6
2016   1   1   4  15   0   4    50.9   -26.5  -103.5    48.9    47.1    0.005687    0.001620   1
2016   1   1   4  30   0   1    52.8    12.5  -171.5    49.6    45.7    0.021309    0.005494   0
2016   1   1   4  30   0   2    50.7     3.5  -109.5    48.2    45.7    0.008964    0.002330   0
2016   1   1   4  30   0   3    70.6   -16.5  -179.5    56.5    45.7    0.074625    0.016867   7
2016   1   1   4  30   0   4    50.0   -25.5  -106.5    47.9    45.7    0.006265    0.001821   1
2016   1   1   4  45   0   1    50.1    13.5  -176.5    47.1    44.3    0.020951    0.005679   0
2016   1   1   4  45   0   2    48.6     3.5  -111.5    46.5    44.5    0.007667    0.002068   0
2016   1   1   4  45   0   3    70.2   -17.5  -177.5    55.2    44.7    0.074299    0.017207   7
2016   1   1   4  45   0   4    49.2   -25.5  -108.5    46.7    44.5    0.008063    0.002392   1
2016   1   1   5   0   0   1    48.4    14.5  -179.5    45.7    43.7    0.017012    0.004769   0
2016   1   1   5   0   0   2    45.8     3.5  -116.5    44.9    43.7    0.004031    0.001127   0
2016   1   1   5   0   0   3    70.2   -17.5  -178.5    54.0    43.1    0.074399    0.017593   7
2016   1   1   5   0   0   4    48.9   -24.5  -112.5    46.0    43.7    0.011014    0.003318   1
2016   1   1   5  15   0   1    47.5    14.5   174.5    44.4    43.0    0.018931    0.005448   2
2016   1   1   5  15   0   2    68.7   -17.5  -178.5    52.3    43.0    0.072230    0.017593   7
2016   1   1   5  15   0   3    48.5   -24.5  -114.5    45.5    43.1    0.014044    0.004290   1
2016   1   1   5  30   0   1    47.2    14.5   171.5    44.0    42.5    0.022219    0.006451   2
2016   1   1   5  30   0   2    67.4   -17.5  -178.5    51.6    42.6    0.067848    0.016759   7
2016   1   1   5  30   0   3    47.9   -24.5  -117.5    45.1    42.6    0.015209    0.004676   1
2016   1   1   5  45   0   1    46.6    15.5   168.5    43.5    41.5    0.023575    0.006944   3
2016   1   1   5  45   0   2    65.7   -17.5  -178.5    50.7    42.0    0.064109    0.016127   6
2016   1   1   5  45   0   3    47.5   -23.5  -119.5    44.6    42.0    0.017243    0.005340   1
2016   1   1   6   0   0   1    46.2    15.5   165.5    43.5    41.5    0.012240    0.003627   0
2016   1   1   6   0   0   2    44.4    12.5   126.5    42.8    41.5    0.008628    0.002577   3
2016   1   1   6   0   0   3    64.0   -17.5  -178.5    46.8    41.4    0.076477    0.020540   7
2016   1   1   6  15   0   1    44.9    15.5   163.5    42.4    40.4    0.010155    0.003086   0
2016   1   1   6  15   0   2    43.7    12.5   121.5    41.6    40.4    0.017914    0.005509   2
2016   1   1   6  15   0   3    61.5   -18.5  -176.5    46.1    40.4    0.070804    0.019398   6
2016   1   1   6  30   0   1    42.9    14.5   159.5    41.2    39.8    0.006666    0.002083   0
2016   1   1   6  30   0   2    42.9    12.5   117.5    40.8    39.5    0.019688    0.006157   1
2016   1   1   6  30   0   3    58.7   -18.5  -176.5    45.5    39.6    0.066901    0.018735   6
2016   1   1   6  45   0   1    41.6    11.5    85.5    40.0    38.7    0.019696    0.006296   3
2016   1   1   6  45   0   2    55.5   -18.5  -176.5    44.7    38.7    0.063509    0.018302   5
2016   1   1   6  45   0   3    42.2   -31.5   -96.5    40.4    38.7    0.007534    0.002716   1
2016   1   1   7   0   0   1    42.5    10.5    82.5    39.6    37.9    0.020242    0.006512   3
2016   1   1   7   0   0   2    52.6   -19.5  -167.5    44.2    38.0    0.060527    0.017932   5
2016   1   1   7   0   0   3    43.7   -30.5   -98.5    40.6    38.1    0.012363    0.004398   1
2016   1   1   7  15   0   1    43.1    10.5    80.5    39.6    37.7    0.019985    0.006420   3
2016   1   1   7  15   0   2    51.1   -19.5  -166.5    42.2    37.6    0.071868    0.022593   6
2016   1   1   7  30   0   1    43.4    10.5    78.5    39.4    37.3    0.020252    0.006497   2
2016   1   1   7  30   0   2    48.8   -19.5  -166.5    41.3    37.2    0.070620    0.022654   5
2016   1   1   7  45   0   1    43.5    10.5    76.5    39.4    36.8    0.022232    0.007145   2
2016   1   1   7  45   0   2    48.1   -19.5  -150.5    40.7    36.7    0.066958    0.021883   5
2016   1   1   8   0   0   1    43.6    11.5    76.5    39.6    36.6    0.024130    0.007747   2
2016   1   1   8   0   0   2    47.8   -19.5  -151.5    40.2    36.2    0.064242    0.021235   5
2016   1   1   8  15   0   1    43.7    11.5    76.5    39.6    36.4    0.026476    0.008503   2
